Order ID,Order Date,Supplier,Product,Category,Warehouse,City,Quantity Ordered,Quantity Received,Unit Cost (INR),Expected Delivery Days,Actual Delivery Days,Stock Level,Reorder Level,Order Status,Pending Quantity,Delivery Variance,Order Value (INR),Inventory Status
ORD00323,07-04-2025,Mahindra Logistics,Track Pants,Apparel,WH-North-01,Lucknow,231,196,1571.98,13,13,132,77,Partially Delivered,35,0,363127.38,Optimal
ORD00324,03-08-2025,Apex Logistics,Olive Oil,FMCG,WH-Central-04,Lucknow,442,442,387.39,14,14,243,121,Delivered,0,0,171226.38,Overstocked
ORD00325,10-12-2025,Zenith Supply,Induction Cooktop,Home & Kitchen,WH-South-02,Jaipur,117,58,2180.79,10,10,171,127,Partially Delivered,59,0,255152.43,Optimal
ORD00326,02-12-2025,FastTrack Corp,Laptop,Electronics,WH-South-02,Chennai,240,240,14439.92,8,9,237,77,Delivered,0,1,3465580.8,Overstocked
ORD00327,02-03-2025,Nexus Global,Organic Tea,FMCG,WH-West-03,Hyderabad,281,281,299.77,13,15,27,92,Delivered,0,2,84235.37,Reorder Needed
ORD00328,19-03-2025,FastTrack Corp,Denim Jeans,Apparel,WH-West-03,Lucknow,482,482,2027.25,10,10,92,131,Delivered,0,0,977134.5,Reorder Needed
ORD00329,03-02-2026,FastTrack Corp,Smartwatch,Electronics,WH-South-02,Pune,349,349,2174.63,10,10,86,139,Delivered,0,0,758945.87,Reorder Needed
ORD00330,23-10-2025,Nexus Global,Running Shoes,Apparel,WH-South-02,Lucknow,247,0,1521.95,9,11,2,89,Cancelled,247,2,375921.65,Reorder Needed
ORD00331,20-01-2025,FastTrack Corp,Brake Pads,Automotive,WH-North-01,Pune,412,412,3816.24,6,4,127,120,Delivered,0,-2,1572290.88,Optimal
ORD00332,26-04-2025,BlueDart Suppliers,Cookware Set,Home & Kitchen,WH-North-01,Kolkata,282,160,3566.75,5,4,233,77,Partially Delivered,122,-1,1005823.5,Overstocked
ORD00333,08-01-2026,TCI Express,Wiper Blades,Automotive,WH-East-01,Kolkata,479,0,3215.8,5,6,183,102,Cancelled,479,1,1540368.2,Optimal
ORD00334,20-01-2026,Om Logistics,Denim Jeans,Apparel,WH-North-01,Hyderabad,139,116,1695.26,5,5,86,104,Partially Delivered,23,0,235641.14,Reorder Needed
ORD00335,05-03-2025,Apex Logistics,Electric Kettle,Home & Kitchen,WH-West-03,Chennai,419,419,3313.25,3,1,10,123,Delivered,0,-2,1388251.75,Reorder Needed
ORD00336,25-01-2025,Delhivery Direct,Smartwatch,Electronics,WH-West-03,Delhi,305,305,5446,14,14,4,127,Delivered,0,0,1661030,Reorder Needed
ORD00337,04-06-2025,Nexus Global,Almond Pack,FMCG,WH-Central-04,Chennai,343,128,907.04,5,7,316,105,Partially Delivered,215,2,311114.72,Overstocked
ORD00338,02-03-2025,Nexus Global,Mixer Grinder,Home & Kitchen,WH-West-03,Hyderabad,336,0,1738.82,7,11,209,85,Cancelled,336,4,584243.52,Overstocked
ORD00339,01-06-2025,TCI Express,Cotton T-Shirt,Apparel,WH-West-03,Hyderabad,377,377,2076.28,8,8,45,125,Delivered,0,0,782757.56,Reorder Needed
ORD00340,26-02-2025,Delhivery Direct,Air Filter,Automotive,WH-South-02,Delhi,424,0,2497.99,14,13,118,122,In Transit,424,-1,1059147.76,Reorder Needed
ORD00341,22-08-2025,Delhivery Direct,Cookware Set,Home & Kitchen,WH-North-01,Delhi,441,441,1621.1,3,3,160,126,Delivered,0,0,714905.1,Optimal
ORD00342,07-08-2025,Apex Logistics,Smartphone,Electronics,WH-North-01,Bengaluru,364,0,12072.94,8,9,137,119,In Transit,364,1,4394550.16,Optimal
ORD00343,11-01-2026,FastTrack Corp,Wireless Headphones,Electronics,WH-South-02,Delhi,230,157,7924.2,10,10,244,148,Partially Delivered,73,0,1822566,Optimal
ORD00344,14-02-2026,BlueDart Suppliers,Almond Pack,FMCG,WH-North-01,Bengaluru,381,381,1058.01,5,4,247,115,Delivered,0,-1,403101.81,Overstocked
ORD00345,15-02-2026,Delhivery Direct,Air Filter,Automotive,WH-South-02,Lucknow,219,177,3594.57,12,10,66,147,Partially Delivered,42,-2,787210.83,Reorder Needed
ORD00346,05-09-2025,Om Logistics,Organic Tea,FMCG,WH-West-03,Mumbai,57,57,477.02,8,6,268,126,Delivered,0,-2,27190.14,Overstocked
ORD00347,28-01-2026,Mahindra Logistics,Air Filter,Automotive,WH-East-01,Jaipur,292,292,3221.79,12,11,127,133,Delivered,0,-1,940762.68,Reorder Needed
ORD00348,04-09-2025,Om Logistics,Electric Kettle,Home & Kitchen,WH-South-02,Jaipur,481,481,5442.62,3,1,258,60,Delivered,0,-2,2617900.22,Overstocked
ORD00349,29-08-2025,Nexus Global,Protein Powder,FMCG,WH-West-03,Pune,148,148,563.62,7,5,193,110,Delivered,0,-2,83415.76,Optimal
ORD00350,26-07-2025,Delhivery Direct,Cotton T-Shirt,Apparel,WH-West-03,Lucknow,254,254,512.84,10,13,9,103,Delivered,0,3,130261.36,Reorder Needed
ORD00351,22-02-2025,Apex Logistics,Olive Oil,FMCG,WH-Central-04,Jaipur,25,0,1182.39,12,12,105,111,In Transit,25,0,29559.75,Reorder Needed
ORD00352,02-12-2025,FastTrack Corp,Detergent Pack,FMCG,WH-North-01,Hyderabad,457,457,718.07,11,14,231,86,Delivered,0,3,328157.99,Overstocked
ORD00353,28-02-2025,Mahindra Logistics,Tablet,Electronics,WH-North-01,Pune,206,206,15142.05,7,11,54,129,Delivered,0,4,3119262.3,Reorder Needed
ORD00354,24-01-2025,BlueDart Suppliers,Running Shoes,Apparel,WH-West-03,Delhi,155,0,1480.08,6,5,110,90,Cancelled,155,-1,229412.4,Optimal
ORD00355,23-08-2025,FastTrack Corp,Hoodie,Apparel,WH-North-01,Kolkata,48,28,2064.26,13,12,301,98,Partially Delivered,20,-1,99084.48,Overstocked
ORD00356,16-09-2025,Apex Logistics,Running Shoes,Apparel,WH-Central-04,Mumbai,308,0,2080.32,12,15,90,139,In Transit,308,3,640738.56,Reorder Needed
ORD00357,21-12-2025,BlueDart Suppliers,Brake Pads,Automotive,WH-North-01,Kolkata,361,0,2862.24,8,12,311,93,In Transit,361,4,1033268.64,Overstocked
ORD00358,21-12-2025,Om Logistics,Formal Shirt,Apparel,WH-East-01,Chennai,256,256,1838.87,5,7,262,153,Delivered,0,2,470750.72,Optimal
ORD00359,03-06-2025,TCI Express,Car Battery,Automotive,WH-South-02,Hyderabad,132,0,2959.09,7,8,91,56,In Transit,132,1,390599.88,Optimal
ORD00360,15-09-2025,FastTrack Corp,Air Filter,Automotive,WH-North-01,Pune,312,312,2369.52,12,14,273,154,Delivered,0,2,739290.24,Optimal
ORD00361,27-05-2025,TCI Express,Organic Tea,FMCG,WH-North-01,Mumbai,220,220,331.66,13,11,82,136,Delivered,0,-2,72965.2,Reorder Needed
ORD00362,27-05-2025,Apex Logistics,Air Fryer,Home & Kitchen,WH-East-01,Hyderabad,410,410,3343.51,8,11,287,151,Delivered,0,3,1370839.1,Optimal
ORD00363,25-04-2025,Mahindra Logistics,LED Headlights,Automotive,WH-Central-04,Chennai,379,379,3124.42,9,11,160,140,Delivered,0,2,1184155.18,Optimal
ORD00364,10-10-2025,Zenith Supply,Smartphone,Electronics,WH-South-02,Lucknow,469,0,14319.54,10,10,188,130,In Transit,469,0,6715864.26,Optimal
ORD00365,22-01-2026,Mahindra Logistics,Wiper Blades,Automotive,WH-South-02,Chennai,254,254,1127.45,13,12,263,62,Delivered,0,-1,286372.3,Overstocked
ORD00366,03-03-2025,Om Logistics,Organic Tea,FMCG,WH-East-01,Jaipur,160,160,312.58,12,12,79,99,Delivered,0,0,50012.8,Reorder Needed
ORD00367,21-01-2025,Apex Logistics,Formal Shirt,Apparel,WH-Central-04,Chennai,276,276,1811.33,11,12,162,130,Delivered,0,1,499927.08,Optimal
ORD00368,27-09-2025,TCI Express,Denim Jeans,Apparel,WH-North-01,Jaipur,106,106,1119.47,11,13,109,68,Delivered,0,2,118663.82,Optimal
ORD00369,06-12-2025,FastTrack Corp,Cookware Set,Home & Kitchen,WH-East-01,Hyderabad,410,289,3705.92,10,14,58,41,Partially Delivered,121,4,1519427.2,Optimal
ORD00370,09-12-2025,Mahindra Logistics,Water Purifier,Home & Kitchen,WH-Central-04,Lucknow,149,149,5306.82,13,14,58,141,Delivered,0,1,790716.18,Reorder Needed
ORD00371,17-07-2025,Zenith Supply,Induction Cooktop,Home & Kitchen,WH-North-01,Jaipur,445,445,4421.32,11,15,151,45,Delivered,0,4,1967487.4,Overstocked
ORD00372,30-11-2025,TCI Express,Formal Shirt,Apparel,WH-North-01,Delhi,110,110,2147.51,11,15,107,48,Delivered,0,4,236226.1,Overstocked
ORD00373,10-12-2025,Om Logistics,Hoodie,Apparel,WH-North-01,Hyderabad,300,300,1883.19,14,16,36,160,Delivered,0,2,564957,Reorder Needed
ORD00374,18-01-2026,Delhivery Direct,Cotton T-Shirt,Apparel,WH-East-01,Mumbai,69,69,485.51,5,5,116,113,Delivered,0,0,33500.19,Optimal
ORD00375,13-05-2025,Delhivery Direct,Olive Oil,FMCG,WH-West-03,Kolkata,186,186,171.11,13,12,316,122,Delivered,0,-1,31826.46,Overstocked
ORD00376,02-02-2025,Nexus Global,Engine Oil,Automotive,WH-East-01,Jaipur,79,79,1588.33,13,13,224,76,Delivered,0,0,125478.07,Overstocked
ORD00377,15-07-2025,Apex Logistics,Almond Pack,FMCG,WH-West-03,Bengaluru,298,228,424.83,14,16,73,77,Partially Delivered,70,2,126599.34,Reorder Needed
ORD00378,02-06-2025,TCI Express,Mixer Grinder,Home & Kitchen,WH-Central-04,Bengaluru,88,88,996.33,12,14,156,50,Delivered,0,2,87677.04,Overstocked
ORD00379,18-04-2025,Om Logistics,Air Fryer,Home & Kitchen,WH-Central-04,Bengaluru,107,107,1664.77,12,12,290,63,Delivered,0,0,178130.39,Overstocked
ORD00380,28-01-2025,TCI Express,LED Headlights,Automotive,WH-North-01,Chennai,368,234,676.19,4,4,182,82,Partially Delivered,134,0,248837.92,Overstocked
ORD00381,07-03-2025,Zenith Supply,Cotton T-Shirt,Apparel,WH-Central-04,Delhi,485,485,707.97,10,13,156,124,Delivered,0,3,343365.45,Optimal
ORD00382,22-12-2025,FastTrack Corp,Brake Pads,Automotive,WH-East-01,Kolkata,111,111,419.81,6,6,223,122,Delivered,0,0,46598.91,Optimal
ORD00383,22-05-2025,FastTrack Corp,Air Fryer,Home & Kitchen,WH-West-03,Ahmedabad,253,253,2486.09,7,10,310,62,Delivered,0,3,628980.77,Overstocked
ORD00384,11-02-2025,TCI Express,Air Fryer,Home & Kitchen,WH-South-02,Chennai,400,0,4965.78,4,3,259,148,In Transit,400,-1,1986312,Optimal
ORD00385,20-11-2025,Om Logistics,Bluetooth Speaker,Electronics,WH-Central-04,Hyderabad,489,0,1815.83,7,11,241,109,In Transit,489,4,887940.87,Overstocked
ORD00386,01-12-2025,Om Logistics,Formal Shirt,Apparel,WH-South-02,Lucknow,400,400,1935.75,5,8,203,51,Delivered,0,3,774300,Overstocked
ORD00387,06-07-2025,Mahindra Logistics,Engine Oil,Automotive,WH-Central-04,Bengaluru,412,412,2507.96,10,10,74,112,Delivered,0,0,1033279.52,Reorder Needed
ORD00388,12-01-2026,Apex Logistics,Detergent Pack,FMCG,WH-South-02,Ahmedabad,143,143,228.58,8,8,265,66,Delivered,0,0,32686.94,Overstocked
ORD00389,10-02-2026,Delhivery Direct,Water Purifier,Home & Kitchen,WH-West-03,Mumbai,45,45,5408.77,8,7,140,106,Delivered,0,-1,243394.65,Optimal
ORD00390,15-01-2026,TCI Express,Induction Cooktop,Home & Kitchen,WH-Central-04,Bengaluru,217,217,3872.27,8,7,114,88,Delivered,0,-1,840282.59,Optimal
ORD00391,22-09-2025,FastTrack Corp,Detergent Pack,FMCG,WH-West-03,Ahmedabad,479,479,905.26,11,11,39,69,Delivered,0,0,433619.54,Reorder Needed
ORD00392,21-09-2025,BlueDart Suppliers,Air Fryer,Home & Kitchen,WH-South-02,Bengaluru,210,210,3629.5,4,4,58,82,Delivered,0,0,762195,Reorder Needed
ORD00393,04-09-2025,Mahindra Logistics,Olive Oil,FMCG,WH-Central-04,Bengaluru,356,356,1191.71,3,3,303,113,Delivered,0,0,424248.76,Overstocked
ORD00394,24-03-2025,TCI Express,Hoodie,Apparel,WH-North-01,Lucknow,100,100,453.44,7,7,306,91,Delivered,0,0,45344,Overstocked
ORD00395,16-10-2025,Zenith Supply,Tablet,Electronics,WH-North-01,Hyderabad,254,254,11389.64,10,13,210,146,Delivered,0,3,2892968.56,Optimal
ORD00396,04-11-2025,BlueDart Suppliers,Track Pants,Apparel,WH-Central-04,Jaipur,160,0,660.29,13,14,302,116,In Transit,160,1,105646.4,Overstocked
ORD00397,05-02-2025,Om Logistics,Running Shoes,Apparel,WH-South-02,Delhi,33,28,724.34,11,13,90,52,Partially Delivered,5,2,23903.22,Optimal
ORD00398,01-09-2025,Apex Logistics,Wiper Blades,Automotive,WH-Central-04,Jaipur,410,0,881.82,10,10,0,109,In Transit,410,0,361546.2,Out of Stock
ORD00399,01-02-2026,Om Logistics,Shampoo Bottle,FMCG,WH-East-01,Mumbai,382,211,812.27,6,9,301,84,Partially Delivered,171,3,310287.14,Overstocked
ORD00400,16-02-2026,Om Logistics,Engine Oil,Automotive,WH-South-02,Chennai,269,269,3540.02,4,4,209,109,Delivered,0,0,952265.38,Optimal
ORD00401,12-05-2025,Apex Logistics,Cotton T-Shirt,Apparel,WH-Central-04,Jaipur,85,85,1311.56,9,9,209,80,Delivered,0,0,111482.6,Overstocked
ORD00402,05-07-2025,Om Logistics,Laptop,Electronics,WH-Central-04,Chennai,158,158,15563.61,9,10,203,127,Delivered,0,1,2459050.38,Optimal
ORD00403,22-01-2026,TCI Express,Running Shoes,Apparel,WH-Central-04,Ahmedabad,116,116,1034.89,11,14,295,79,Delivered,0,3,120047.24,Overstocked
ORD00404,26-06-2025,BlueDart Suppliers,Almond Pack,FMCG,WH-North-01,Hyderabad,253,253,1128.89,5,4,173,91,Delivered,0,-1,285609.17,Optimal
ORD00405,15-02-2026,Apex Logistics,Wiper Blades,Automotive,WH-South-02,Kolkata,350,350,421.69,4,4,222,116,Delivered,0,0,147591.5,Optimal
ORD00406,15-02-2025,Mahindra Logistics,Wireless Headphones,Electronics,WH-East-01,Delhi,336,336,1834.29,9,11,146,106,Delivered,0,2,616321.44,Optimal
ORD00407,31-12-2025,BlueDart Suppliers,Engine Oil,Automotive,WH-West-03,Ahmedabad,30,30,1227,13,17,306,44,Delivered,0,4,36810,Overstocked
ORD00408,19-09-2025,Mahindra Logistics,Air Filter,Automotive,WH-Central-04,Bengaluru,370,0,547.85,6,4,141,51,Cancelled,370,-2,202704.5,Overstocked
ORD00409,04-02-2026,Om Logistics,Detergent Pack,FMCG,WH-West-03,Lucknow,127,0,797.18,14,13,145,110,In Transit,127,-1,101241.86,Optimal
ORD00410,07-01-2026,FastTrack Corp,Wiper Blades,Automotive,WH-East-01,Chennai,140,0,2886.09,6,9,2,113,In Transit,140,3,404052.6,Reorder Needed
ORD00411,14-05-2025,TCI Express,Running Shoes,Apparel,WH-North-01,Jaipur,62,34,1280.86,8,7,275,152,Partially Delivered,28,-1,79413.32,Optimal
ORD00412,21-02-2026,Delhivery Direct,Car Battery,Automotive,WH-West-03,Lucknow,272,272,3556.87,8,11,300,154,Delivered,0,3,967468.64,Optimal
ORD00413,15-01-2025,Zenith Supply,Organic Tea,FMCG,WH-North-01,Kolkata,349,209,1135.82,6,6,264,85,Partially Delivered,140,0,396401.18,Overstocked
ORD00414,02-10-2025,Zenith Supply,Tablet,Electronics,WH-South-02,Chennai,72,72,7902.03,14,15,91,159,Delivered,0,1,568946.16,Reorder Needed
ORD00415,01-09-2025,Mahindra Logistics,Cookware Set,Home & Kitchen,WH-Central-04,Chennai,118,118,5251.46,13,13,120,65,Delivered,0,0,619672.28,Optimal
ORD00416,12-01-2026,Mahindra Logistics,Formal Shirt,Apparel,WH-South-02,Hyderabad,452,452,811.94,12,13,61,53,Delivered,0,1,366996.88,Optimal
ORD00417,10-02-2025,Apex Logistics,Shampoo Bottle,FMCG,WH-Central-04,Mumbai,459,459,752.87,12,13,294,152,Delivered,0,1,345567.33,Optimal
ORD00418,21-05-2025,TCI Express,Protein Powder,FMCG,WH-East-01,Kolkata,138,138,1087.71,5,3,244,94,Delivered,0,-2,150103.98,Overstocked
ORD00419,04-10-2025,FastTrack Corp,Bluetooth Speaker,Electronics,WH-West-03,Bengaluru,259,259,17605.32,14,18,4,128,Delivered,0,4,4559777.88,Reorder Needed
ORD00420,07-01-2025,Nexus Global,Running Shoes,Apparel,WH-East-01,Pune,338,338,1944.41,5,9,241,74,Delivered,0,4,657210.58,Overstocked
ORD00421,10-11-2025,BlueDart Suppliers,Cookware Set,Home & Kitchen,WH-West-03,Kolkata,132,74,2769.74,8,9,92,97,Partially Delivered,58,1,365605.68,Reorder Needed
ORD00422,20-10-2025,Mahindra Logistics,Track Pants,Apparel,WH-North-01,Chennai,436,436,786.24,9,11,76,142,Delivered,0,2,342800.64,Reorder Needed
ORD00423,31-08-2025,Om Logistics,Laptop,Electronics,WH-West-03,Bengaluru,482,393,15469.75,11,15,128,78,Partially Delivered,89,4,7456419.5,Optimal
ORD00424,15-10-2025,Om Logistics,Engine Oil,Automotive,WH-North-01,Bengaluru,55,19,1283.42,7,10,171,97,Partially Delivered,36,3,70588.1,Optimal
ORD00425,14-05-2025,TCI Express,Cookware Set,Home & Kitchen,WH-Central-04,Chennai,201,137,893.23,4,5,295,65,Partially Delivered,64,1,179539.23,Overstocked
ORD00426,22-10-2025,Zenith Supply,Brake Pads,Automotive,WH-East-01,Pune,369,0,2492.82,14,17,314,88,In Transit,369,3,919850.58,Overstocked
ORD00427,27-05-2025,BlueDart Suppliers,Almond Pack,FMCG,WH-South-02,Pune,240,90,939.09,12,14,82,50,Partially Delivered,150,2,225381.6,Optimal
ORD00428,25-06-2025,FastTrack Corp,Formal Shirt,Apparel,WH-East-01,Chennai,334,192,1542.59,7,10,300,135,Partially Delivered,142,3,515225.06,Overstocked
ORD00429,24-09-2025,BlueDart Suppliers,Olive Oil,FMCG,WH-South-02,Mumbai,89,0,1059.72,13,13,40,129,Cancelled,89,0,94315.08,Reorder Needed
ORD00430,18-04-2025,Nexus Global,Running Shoes,Apparel,WH-North-01,Delhi,474,184,1225.39,3,1,134,53,Partially Delivered,290,-2,580834.86,Overstocked
ORD00431,13-11-2025,Om Logistics,Cotton T-Shirt,Apparel,WH-East-01,Hyderabad,151,151,1714.55,10,10,87,147,Delivered,0,0,258897.05,Reorder Needed
ORD00432,15-01-2025,FastTrack Corp,Tablet,Electronics,WH-East-01,Ahmedabad,264,264,17579.69,11,11,276,57,Delivered,0,0,4641038.16,Overstocked
ORD00433,01-04-2025,Delhivery Direct,Wiper Blades,Automotive,WH-Central-04,Kolkata,293,0,3023.12,11,11,276,101,In Transit,293,0,885774.16,Overstocked
ORD00434,27-04-2025,Zenith Supply,Smartwatch,Electronics,WH-East-01,Kolkata,158,158,3816.05,3,1,69,137,Delivered,0,-2,602935.9,Reorder Needed
ORD00435,26-06-2025,TCI Express,Water Purifier,Home & Kitchen,WH-North-01,Ahmedabad,411,275,3042.22,3,5,3,69,Partially Delivered,136,2,1250352.42,Reorder Needed
ORD00436,08-10-2025,Om Logistics,Air Fryer,Home & Kitchen,WH-Central-04,Kolkata,227,96,1974.51,14,16,40,73,Partially Delivered,131,2,448213.77,Reorder Needed
ORD00437,05-08-2025,Zenith Supply,Track Pants,Apparel,WH-East-01,Jaipur,439,439,847.32,6,5,56,77,Delivered,0,-1,371973.48,Reorder Needed
ORD00438,23-11-2025,Delhivery Direct,Shampoo Bottle,FMCG,WH-East-01,Lucknow,276,276,384.74,3,3,11,108,Delivered,0,0,106188.24,Reorder Needed
ORD00439,06-04-2025,Zenith Supply,Wireless Headphones,Electronics,WH-South-02,Ahmedabad,397,397,1337.83,4,4,175,67,Delivered,0,0,531118.51,Overstocked
ORD00440,04-08-2025,FastTrack Corp,Water Purifier,Home & Kitchen,WH-West-03,Mumbai,194,194,1177.05,5,3,36,90,Delivered,0,-2,228347.7,Reorder Needed
ORD00441,06-10-2025,Mahindra Logistics,Protein Powder,FMCG,WH-East-01,Kolkata,449,449,165.77,14,14,126,96,Delivered,0,0,74430.73,Optimal
ORD00442,13-01-2026,Delhivery Direct,Laptop,Electronics,WH-North-01,Jaipur,365,365,17699.55,10,12,165,79,Delivered,0,2,6460335.75,Overstocked
ORD00443,23-03-2025,TCI Express,Tablet,Electronics,WH-Central-04,Delhi,154,154,9284.66,7,7,111,46,Delivered,0,0,1429837.64,Overstocked
ORD00444,27-02-2025,Om Logistics,Hoodie,Apparel,WH-East-01,Mumbai,110,110,1819.62,12,11,4,71,Delivered,0,-1,200158.2,Reorder Needed
ORD00445,22-01-2025,Delhivery Direct,Air Filter,Automotive,WH-Central-04,Bengaluru,215,215,3560.27,6,6,316,127,Delivered,0,0,765458.05,Overstocked
ORD00446,23-06-2025,FastTrack Corp,Smartphone,Electronics,WH-South-02,Jaipur,430,430,3004.18,10,10,177,111,Delivered,0,0,1291797.4,Optimal
ORD00447,17-02-2026,Mahindra Logistics,Almond Pack,FMCG,WH-North-01,Kolkata,208,208,1055.5,7,5,286,96,Delivered,0,-2,219544,Overstocked
ORD00448,31-05-2025,Delhivery Direct,Air Filter,Automotive,WH-South-02,Lucknow,120,120,2628.84,8,11,306,146,Delivered,0,3,315460.8,Overstocked
ORD00449,11-10-2025,TCI Express,Cotton T-Shirt,Apparel,WH-South-02,Ahmedabad,176,176,1865.92,11,12,259,139,Delivered,0,1,328401.92,Optimal
ORD00450,14-07-2025,FastTrack Corp,Cotton T-Shirt,Apparel,WH-Central-04,Hyderabad,189,80,1683.86,13,17,254,107,Partially Delivered,109,4,318249.54,Overstocked
ORD00451,28-01-2026,Zenith Supply,Brake Pads,Automotive,WH-East-01,Kolkata,353,353,1720.3,4,8,66,45,Delivered,0,4,607265.9,Optimal
ORD00452,02-04-2025,Nexus Global,Laptop,Electronics,WH-West-03,Hyderabad,75,75,1734.53,13,15,319,107,Delivered,0,2,130089.75,Overstocked
ORD00453,26-12-2025,Apex Logistics,Car Battery,Automotive,WH-East-01,Hyderabad,335,335,3343.17,3,3,40,158,Delivered,0,0,1119961.95,Reorder Needed
ORD00454,28-08-2025,TCI Express,Wireless Headphones,Electronics,WH-West-03,Pune,431,431,13101.69,12,12,36,133,Delivered,0,0,5646828.39,Reorder Needed
ORD00455,05-06-2025,TCI Express,Laptop,Electronics,WH-North-01,Delhi,396,396,5081.1,9,9,127,124,Delivered,0,0,2012115.6,Optimal
ORD00456,19-10-2025,TCI Express,Track Pants,Apparel,WH-West-03,Delhi,417,417,1531.45,8,11,53,94,Delivered,0,3,638614.65,Reorder Needed
ORD00457,27-03-2025,Om Logistics,Track Pants,Apparel,WH-Central-04,Pune,361,0,642.63,12,15,161,155,Cancelled,361,3,231989.43,Optimal
ORD00458,09-10-2025,Om Logistics,Cookware Set,Home & Kitchen,WH-West-03,Pune,336,336,1931.4,11,11,130,110,Delivered,0,0,648950.4,Optimal
ORD00459,04-07-2025,Om Logistics,Olive Oil,FMCG,WH-North-01,Mumbai,170,0,894.7,11,11,3,78,Cancelled,170,0,152099,Reorder Needed
ORD00460,03-06-2025,FastTrack Corp,Denim Jeans,Apparel,WH-North-01,Chennai,495,495,1374.28,11,11,182,98,Delivered,0,0,680268.6,Optimal
ORD00461,21-03-2025,FastTrack Corp,Formal Shirt,Apparel,WH-Central-04,Hyderabad,144,144,824.05,7,6,111,112,Delivered,0,-1,118663.2,Reorder Needed
ORD00462,11-01-2026,FastTrack Corp,Tablet,Electronics,WH-West-03,Bengaluru,274,274,15071.85,14,13,19,78,Delivered,0,-1,4129686.9,Reorder Needed
ORD00463,10-01-2026,Nexus Global,LED Headlights,Automotive,WH-North-01,Pune,203,0,4007.15,9,11,116,55,Cancelled,203,2,813451.45,Overstocked
ORD00464,18-01-2026,Om Logistics,Engine Oil,Automotive,WH-North-01,Chennai,293,293,568.85,11,11,113,129,Delivered,0,0,166673.05,Reorder Needed
ORD00465,20-03-2025,Om Logistics,Tablet,Electronics,WH-West-03,Lucknow,319,319,9679.45,6,8,75,90,Delivered,0,2,3087744.55,Reorder Needed
ORD00466,09-03-2025,Delhivery Direct,Mixer Grinder,Home & Kitchen,WH-Central-04,Mumbai,305,305,2676.2,4,6,66,139,Delivered,0,2,816241,Reorder Needed
ORD00467,26-01-2026,TCI Express,Running Shoes,Apparel,WH-South-02,Ahmedabad,227,227,1556.66,6,10,268,134,Delivered,0,4,353361.82,Optimal
ORD00468,07-05-2025,Zenith Supply,Cotton T-Shirt,Apparel,WH-West-03,Pune,375,375,2059.66,4,3,187,94,Delivered,0,-1,772372.5,Optimal
ORD00469,28-06-2025,FastTrack Corp,Formal Shirt,Apparel,WH-Central-04,Mumbai,419,419,913.91,8,11,22,96,Delivered,0,3,382928.29,Reorder Needed
ORD00470,23-02-2026,FastTrack Corp,Denim Jeans,Apparel,WH-South-02,Delhi,82,42,1718.23,6,6,175,41,Partially Delivered,40,0,140894.86,Overstocked
ORD00471,22-12-2025,Delhivery Direct,Wireless Headphones,Electronics,WH-West-03,Mumbai,194,194,4711.36,11,11,132,106,Delivered,0,0,914003.84,Optimal
ORD00472,08-10-2025,BlueDart Suppliers,Shampoo Bottle,FMCG,WH-North-01,Kolkata,323,323,1282.55,11,9,145,47,Delivered,0,-2,414263.65,Overstocked
ORD00473,13-04-2025,Apex Logistics,Car Battery,Automotive,WH-West-03,Mumbai,59,18,1993.45,7,8,197,77,Partially Delivered,41,1,117613.55,Overstocked
ORD00474,29-04-2025,Nexus Global,Shampoo Bottle,FMCG,WH-East-01,Ahmedabad,468,468,896.38,4,4,287,98,Delivered,0,0,419505.84,Overstocked
ORD00475,31-12-2025,Mahindra Logistics,Smartphone,Electronics,WH-Central-04,Chennai,195,195,9430.87,14,14,180,127,Delivered,0,0,1839019.65,Optimal
ORD00476,01-07-2025,TCI Express,Air Fryer,Home & Kitchen,WH-East-01,Mumbai,345,0,2011.09,9,7,115,75,Cancelled,345,-2,693826.05,Optimal
ORD00477,19-03-2025,BlueDart Suppliers,Water Purifier,Home & Kitchen,WH-North-01,Kolkata,291,291,5314.85,12,12,78,113,Delivered,0,0,1546621.35,Reorder Needed
ORD00478,07-08-2025,FastTrack Corp,Induction Cooktop,Home & Kitchen,WH-West-03,Jaipur,92,92,1771.76,5,9,70,65,Delivered,0,4,163001.92,Optimal
ORD00479,08-06-2025,Om Logistics,Brake Pads,Automotive,WH-South-02,Lucknow,494,494,1048,4,8,60,132,Delivered,0,4,517712,Reorder Needed
ORD00480,05-04-2025,Apex Logistics,Air Fryer,Home & Kitchen,WH-East-01,Kolkata,235,235,2225.74,14,14,54,64,Delivered,0,0,523048.9,Reorder Needed
ORD00481,09-03-2025,Zenith Supply,Cotton T-Shirt,Apparel,WH-Central-04,Lucknow,338,338,777.19,6,6,40,85,Delivered,0,0,262690.22,Reorder Needed
ORD00482,19-12-2025,TCI Express,Protein Powder,FMCG,WH-Central-04,Ahmedabad,389,389,961.96,5,7,83,57,Delivered,0,2,374202.44,Optimal
ORD00483,09-04-2025,Om Logistics,Cotton T-Shirt,Apparel,WH-North-01,Chennai,236,86,761.73,13,13,224,62,Partially Delivered,150,0,179768.28,Overstocked
ORD00484,12-11-2025,FastTrack Corp,Almond Pack,FMCG,WH-West-03,Hyderabad,243,172,656.08,3,5,292,118,Partially Delivered,71,2,159427.44,Overstocked
